RAM,1024
EXPERIMENT,Precopy
Experiment,Disk,Destination-Ready,start-sysbench,vm_stop,setup-time,downtime,total-time,ram-total,ram-postcopy-requests,ram-dirty-sync-count,ram-remaining,ram-mbps,ram-transferred,ram-duplicate,ram-dirty-pages-rate,ram-skipped,ram-normal-bytes,ram-normal
1,sysbench_disk,100,100,100,8,199,6770,1091379200,0,4,0,933.173586512866,788551230,79728,0,0,786296832,191967,
2,sysbench_disk,100,100,100,8,323,6979,1091379200,0,4,0,924.8290288337398,805659383,80937,0,0,803360768,196133,
3,sysbench_disk,100,100,100,8,153,6790,1091379200,0,4,0,933.7801533470953,791398613,79183,0,0,789143552,192662,
4,sysbench_disk,100,100,100,9,186,6757,1091379200,0,4,0,933.8448286899821,787484351,80657,0,0,785223680,191705,
5,sysbench_disk,100,100,100,9,200,6774,1091379200,0,4,0,934.9935077605322,790440141,79391,0,0,788185088,192428,
6,sysbench_disk,100,100,100,8,238,6834,1091379200,0,4,0,929.2227260474656,792645789,79591,0,0,790384640,192965,
7,sysbench_disk,100,100,100,8,176,6795,1091379200,0,4,0,933.508564019449,791751566,79184,0,0,789495808,192748,
8,sysbench_disk,100,100,100,8,181,6783,1091379200,0,4,0,933.4186993357933,790275449,79787,0,0,788017152,192387,
9,sysbench_disk,100,100,100,9,155,6785,1091379200,0,4,0,933.4807603305785,790444432,79410,0,0,788189184,192429,
10,sysbench_disk,100,100,100,8,183,6745,1091379200,0,4,0,933.9228534956212,786266041,80267,0,0,784011264,191409,
EXPERIMENT,Postcopy
Experiment,Disk,Destination-Ready,start-sysbench,vm_stop,setup-time,downtime,total-time,ram-total,ram-postcopy-requests,ram-dirty-sync-count,ram-remaining,ram-mbps,ram-transferred,ram-duplicate,ram-dirty-pages-rate,ram-skipped,ram-normal-bytes,ram-normal
1,sysbench_disk,100,100,100,8,5,6563,1091379200,370,2,0,938.130988863463,768572716,79350,0,0,766361600,187100,
2,sysbench_disk,100,100,100,8,78,6621,1091379200,356,2,0,926.6830703160441,765910966,80000,0,0,763699200,186450,
3,sysbench_disk,100,100,100,13,19,6582,1091379200,378,2,0,934.6904856142488,767389290,79639,0,0,765177856,186811,
4,sysbench_disk,100,100,100,9,5,6562,1091379200,286,2,0,937.3526250572257,767700520,79563,0,0,765489152,186887,
5,sysbench_disk,100,100,100,8,81,6659,1091379200,369,2,0,924.905437377838,768834825,79286,0,0,766623744,187164,
6,sysbench_disk,100,100,100,12,25,6575,1091379200,268,2,0,936.124107877495,767864310,79523,0,0,765652992,186927,
7,sysbench_disk,100,100,100,8,20,6563,1091379200,333,2,0,934.9525748283752,765968325,79986,0,0,763756544,186464,
8,sysbench_disk,100,100,100,13,485,6848,1091379200,995,2,0,870.9086630577908,743974090,85357,0,0,741756928,181093,
9,sysbench_disk,100,100,100,8,86,6643,1091379200,327,2,0,924.5979731725697,766729995,79800,0,0,764518400,186650,
10,sysbench_disk,100,100,100,11,20,6553,1091379200,321,2,0,936.900642005503,766042035,79968,0,0,763830272,186482,
EXPERIMENT,Hybrid
Experiment,Disk,Destination-Ready,start-sysbench,vm_stop,setup-time,downtime,total-time,ram-total,ram-postcopy-requests,ram-dirty-sync-count,ram-remaining,ram-mbps,ram-transferred,ram-duplicate,ram-dirty-pages-rate,ram-skipped,ram-normal-bytes,ram-normal
1,sysbench_disk,100,100,100,8,21,6581,1091379200,687,2,0,930.2999847862468,764248764,80434,0,0,762036224,186044,
2,sysbench_disk,100,100,100,8,20,6616,1091379200,359,2,0,931.1774830508474,769043876,79245,0,0,766832640,187215,
3,sysbench_disk,100,100,100,8,76,6662,1091379200,355,2,0,923.4209738503156,767946534,79525,0,0,765734912,186947,
4,sysbench_disk,100,100,100,8,22,6574,1091379200,297,2,0,930.4928090161438,763593366,80572,0,0,761380864,185884,
5,sysbench_disk,100,100,100,11,24,6615,1091379200,333,2,0,929.9307038158692,767549183,79608,0,0,765337600,186850,
6,sysbench_disk,100,100,100,9,121,6699,1091379200,281,2,0,917.2431210762333,766935383,79808,0,0,764723200,186700,
7,sysbench_disk,100,100,100,11,27,6604,1091379200,325,2,0,929.3307605035644,765776066,80043,0,0,763564032,186417,
8,sysbench_disk,100,100,100,8,26,6601,1091379200,413,2,0,930.4986270286668,766738418,79811,0,0,764526592,186652,
9,sysbench_disk,100,100,100,12,134,6573,1091379200,819,2,0,913.0134174668495,748675794,84272,0,0,746459136,182241,
10,sysbench_disk,100,100,100,12,21,6609,1091379200,303,2,0,929.9691071699257,766767074,79803,0,0,764555264,186659,
