RAM,2048
EXPERIMENT,Precopy
Experiment,Disk,Destination-Ready,start-sysbench,vm_stop,setup-time,downtime,total-time,ram-total,ram-postcopy-requests,ram-dirty-sync-count,ram-remaining,ram-mbps,ram-transferred,ram-duplicate,ram-dirty-pages-rate,ram-skipped,ram-normal-bytes,ram-normal
1,sysbench_disk,100,100,100,12,250,7294,2165121024,0,4,0,898.0464652567977,817232971,337237,0,0,812609536,198391,
2,sysbench_disk,100,100,100,12,166,7250,2165121024,0,4,0,898.8026747720365,812977848,336858,0,0,808366080,197355,
3,sysbench_disk,100,100,100,12,511,7580,2165121024,0,4,0,859.316513742072,812699570,336948,0,0,808087552,197287,
4,sysbench_disk,100,100,100,12,170,7211,2165121024,0,4,0,899.2105781358522,808963487,337697,0,0,804352000,196375,
5,sysbench_disk,100,100,100,12,147,7260,2165121024,0,4,0,897.9672969094922,813344449,336547,0,0,808734720,197445,
6,sysbench_disk,100,100,100,12,160,7255,2165121024,0,4,0,898.6334193013945,813386630,336680,0,0,808775680,197455,
7,sysbench_disk,100,100,100,12,156,7188,2165121024,0,4,0,897.8267714604236,805136712,338402,0,0,800526336,195441,
8,sysbench_disk,100,100,100,12,149,7168,2165121024,0,4,0,900.9677216321968,805701995,338285,0,0,801091584,195579,
9,sysbench_disk,100,100,100,12,812,7939,2165121024,0,4,0,843.76445363946,835851241,337059,0,0,831193088,202928,
10,sysbench_disk,100,100,100,12,175,7233,2165121024,0,4,0,900.2409328347874,812366050,337276,0,0,807751680,197205,
EXPERIMENT,Postcopy
Experiment,Disk,Destination-Ready,start-sysbench,vm_stop,setup-time,downtime,total-time,ram-total,ram-postcopy-requests,ram-dirty-sync-count,ram-remaining,ram-mbps,ram-transferred,ram-duplicate,ram-dirty-pages-rate,ram-skipped,ram-normal-bytes,ram-normal
1,sysbench_disk,100,100,100,12,19,6808,2165121024,271,2,0,928.2430100058858,788434042,337220,0,0,783867904,191374,
2,sysbench_disk,100,100,100,12,66,6901,2165121024,342,2,0,918.1278246479895,790514302,336712,0,0,785948672,191882,
3,sysbench_disk,100,100,100,17,28,6860,2165121024,373,2,0,924.8500529007745,790985227,336597,0,0,786419712,191997,
4,sysbench_disk,100,100,100,12,19,6814,2165121024,319,2,0,928.1996824463392,789093337,337059,0,0,784527360,191535,
5,sysbench_disk,100,100,100,11,22,6805,2165121024,307,2,0,930.3727712687667,790010617,336835,0,0,785444864,191759,
6,sysbench_disk,100,100,100,12,21,6849,2165121024,368,2,0,926.7734831066257,791935267,336365,0,0,787369984,192229,
7,sysbench_disk,100,100,100,12,82,6872,2165121024,475,2,0,921.9612583090379,790473352,336722,0,0,785907712,191872,
8,sysbench_disk,100,100,100,13,24,6806,2165121024,285,2,0,929.6512409833653,789281707,337013,0,0,784715776,191581,
9,sysbench_disk,100,100,100,12,20,6840,2165121024,319,2,0,926.2101183362624,790411927,336737,0,0,785846272,191857,
10,sysbench_disk,100,100,100,12,22,6827,2165121024,254,2,0,924.7273578870139,787643707,337413,0,0,783077376,191181,
EXPERIMENT,Hybrid
Experiment,Disk,Destination-Ready,start-sysbench,vm_stop,setup-time,downtime,total-time,ram-total,ram-postcopy-requests,ram-dirty-sync-count,ram-remaining,ram-mbps,ram-transferred,ram-duplicate,ram-dirty-pages-rate,ram-skipped,ram-normal-bytes,ram-normal
1,sysbench_disk,100,100,100,16,22,6984,2165121024,277,2,0,906.1253008036739,789126366,337068,0,0,784560128,191543,
2,sysbench_disk,100,100,100,12,22,6952,2165121024,261,2,0,907.944813832853,787533395,337452,0,0,782966784,191154,
3,sysbench_disk,100,100,100,18,26,6994,2165121024,268,2,0,905.4240103211009,789421116,336986,0,0,784855040,191615,
4,sysbench_disk,100,100,100,13,24,6999,2165121024,412,2,0,904.2453730317778,789523563,336969,0,0,784957440,191640,
5,sysbench_disk,100,100,100,11,59,7014,2165121024,319,2,0,901.3485112094817,788909268,337114,0,0,784343040,191490,
6,sysbench_disk,100,100,100,12,20,6958,2165121024,292,2,0,907.7830901238124,788073935,337320,0,0,783507456,191286,
7,sysbench_disk,100,100,100,12,53,7058,2165121024,333,2,0,900.6088390576214,793102548,336090,0,0,788537344,192514,
8,sysbench_disk,100,100,100,12,76,7056,2165121024,259,2,0,899.0926564452016,791542391,336472,0,0,786976768,192133,
9,sysbench_disk,100,100,100,18,146,6925,2165121024,763,2,0,888.2029431012016,766743231,342549,0,0,762171392,186077,
10,sysbench_disk,100,100,100,11,80,7024,2165121024,345,2,0,899.0449519463854,788016596,337333,0,0,783450112,191272,
