RAM,5120
EXPERIMENT,Precopy
Experiment,Disk,Destination-Ready,start-sysbench,vm_stop,setup-time,downtime,total-time,ram-total,ram-postcopy-requests,ram-dirty-sync-count,ram-remaining,ram-mbps,ram-transferred,ram-duplicate,ram-dirty-pages-rate,ram-skipped,ram-normal-bytes,ram-normal
1,sysbench_disk,100,100,100,23,259,8814,5386346496,0,4,0,820.3772940507337,901278177,1108235,0,0,889565184,217179,
2,sysbench_disk,100,100,100,24,245,8853,5386346496,0,4,0,819.7698738248953,904504605,1108311,0,0,892784640,217965,
3,sysbench_disk,100,100,100,23,184,8608,5386346496,0,4,0,817.0286555620268,876559744,1109602,0,0,864882688,211153,
4,sysbench_disk,100,100,100,23,267,9011,5386346496,0,5,0,803.7780525144638,902830470,1108344,0,0,891113472,217557,
5,sysbench_disk,100,100,100,23,281,8819,5386346496,0,4,0,817.6084711232379,898746352,1109186,0,0,887029760,216560,
6,sysbench_disk,100,100,100,23,265,8805,5386346496,0,4,0,821.9093081302665,902037061,1109111,0,0,890314752,217362,
7,sysbench_disk,100,100,100,23,258,8812,5386346496,0,4,0,817.4354033450904,897840798,1109800,0,0,886120448,216338,
8,sysbench_disk,100,100,100,23,303,8870,5386346496,0,4,0,816.4615630157115,902690289,1108275,0,0,890974208,217523,
9,sysbench_disk,100,100,100,24,248,8857,5386346496,0,4,0,818.1380360013585,903112727,1108241,0,0,891396096,217626,
10,sysbench_disk,100,100,100,25,217,8717,5386346496,0,4,0,807.9842135296825,877660956,1109294,0,0,865984512,211422,
EXPERIMENT,Postcopy
Experiment,Disk,Destination-Ready,start-sysbench,vm_stop,setup-time,downtime,total-time,ram-total,ram-postcopy-requests,ram-dirty-sync-count,ram-remaining,ram-mbps,ram-transferred,ram-duplicate,ram-dirty-pages-rate,ram-skipped,ram-normal-bytes,ram-normal
1,sysbench_disk,100,100,100,26,68,7849,5386346496,432,2,0,876.7882285568196,857280910,1108568,0,0,845651968,206458,
2,sysbench_disk,100,100,100,24,18,7750,5386346496,367,2,0,887.3171669686772,856818175,1108681,0,0,845189120,206345,
3,sysbench_disk,100,100,100,23,20,7555,5386346496,334,2,0,906.752945300053,853599505,1109467,0,0,841969664,205559,
4,sysbench_disk,100,100,100,29,19,7674,5386346496,367,2,0,895.84859646828,855986890,1108884,0,0,844357632,206142,
5,sysbench_disk,100,100,100,23,21,7703,5386346496,354,2,0,892.4911427083333,856683040,1108714,0,0,845053952,206312,
6,sysbench_disk,100,100,100,23,23,7668,5386346496,330,2,0,895.0343858731197,855208840,1109074,0,0,843579392,205952,
7,sysbench_disk,100,100,100,23,20,7622,5386346496,353,2,0,904.2806695617845,858845200,1108186,0,0,847216640,206840,
8,sysbench_disk,100,100,100,23,68,7792,5386346496,491,2,0,882.4102448191531,856822270,1108680,0,0,845193216,206346,
9,sysbench_disk,100,100,100,30,80,7852,5386346496,384,2,0,882.1314221426745,862395565,1107319,0,0,850767872,207707,
10,sysbench_disk,100,100,100,23,19,7751,5386346496,356,2,0,888.4737567287784,858157240,1108354,0,0,846528512,206672,
EXPERIMENT,Hybrid
Experiment,Disk,Destination-Ready,start-sysbench,vm_stop,setup-time,downtime,total-time,ram-total,ram-postcopy-requests,ram-dirty-sync-count,ram-remaining,ram-mbps,ram-transferred,ram-duplicate,ram-dirty-pages-rate,ram-skipped,ram-normal-bytes,ram-normal
1,sysbench_disk,100,100,100,31,22,7971,5386346496,325,2,0,866.270149118388,859664462,1107999,0,0,848035840,207040,
2,sysbench_disk,100,100,100,24,22,7811,5386346496,318,2,0,882.5924879928086,858984692,1108165,0,0,847355904,206874,
3,sysbench_disk,100,100,100,23,82,7903,5386346496,357,2,0,868.7586091370558,855618575,1108984,0,0,843988992,206052,
4,sysbench_disk,100,100,100,23,19,7913,5386346496,380,2,0,869.3306920152091,857268804,1108578,0,0,845639680,206455,
5,sysbench_disk,100,100,100,23,19,7926,5386346496,408,2,0,870.5081543717575,859844606,1107951,0,0,848216064,207084,
6,sysbench_disk,100,100,100,30,22,7897,5386346496,346,2,0,869.9734770560569,855401531,1109036,0,0,843771904,205999,
7,sysbench_disk,100,100,100,23,21,7820,5386346496,343,2,0,877.502362447095,855127157,1109102,0,0,843497472,205932,
8,sysbench_disk,100,100,100,23,20,7884,5386346496,331,2,0,874.9089591655006,859598841,1108007,0,0,847970304,207024,
9,sysbench_disk,100,100,100,23,67,7935,5386346496,353,2,0,868.3916572295248,858730766,1108223,0,0,847101952,206812,
10,sysbench_disk,100,100,100,23,23,7882,5386346496,363,2,0,874.7565410357552,859230336,1108102,0,0,847601664,206934,
